height_mm,rainfall_mm_per_h,speed_mm_per_min,time_to_recede_min
10.0,12.93,16.68,25.4
119.23,26.98,3.89,347.33
160.84,29.9,16.23,143.96
350.51,38.98,10.3,398.72
92.0,40.03,11.96,136.99
216.28,18.99,16.7,157.96
349.5,31.23,12.24,332.32
68.7,36.86,11.6,114.51
239.4,51.84,10.97,296.0
119.77,40.57,8.07,209.34
149.54,41.84,9.89,214.01
119.69,31.26,7.14,214.57
126.81,51.16,9.82,205.85
472.19,36.15,1.0,4776.13
284.45,17.08,11.72,268.41
310.17,51.05,9.51,402.63
249.2,40.47,8.66,348.62
39.37,23.35,10.88,71.22
239.5,22.81,4.27,595.65
307.29,34.45,17.72,225.12
114.66,36.95,9.59,175.0
296.53,32.96,9.42,364.34
270.43,34.67,6.14,492.56
385.2,55.5,10.1,464.8
158.22,46.07,15.55,170.87
90.24,32.86,14.14,113.09
163.84,44.12,13.42,188.28
343.56,14.51,12.19,303.71
17.16,35.97,8.57,73.99
10.0,57.14,4.2,109.52
208.94,26.73,9.2,267.3
155.74,17.29,9.06,197.89
200.77,20.22,14.2,171.77
294.53,13.66,11.24,282.58
144.74,18.23,16.45,115.34
12.7,24.44,14.79,45.25
404.45,8.92,8.17,508.17
100.28,30.23,2.82,401.01
94.1,43.53,15.54,125.84
310.37,16.38,15.44,225.63
161.55,52.79,4.54,435.4
193.66,37.66,16.04,177.25
248.28,45.46,11.53,283.55
308.36,20.13,10.64,319.93
166.65,42.82,16.46,165.48
352.0,13.62,15.38,249.32
10.0,43.35,12.61,72.96
275.98,32.58,11.89,280.92
116.05,38.3,12.47,150.54
337.23,12.37,8.4,420.02
214.2,16.57,9.78,243.89
132.71,38.96,6.39,266.1
266.28,15.77,8.67,330.87
289.32,36.95,8.53,394.46
264.19,9.49,7.46,368.44
97.03,42.72,10.55,156.08
151.6,11.51,8.7,191.44
199.59,38.28,12.01,223.63
195.87,39.38,3.51,617.01
274.97,19.55,9.55,317.36
10.0,38.73,10.53,67.6
233.43,33.91,8.76,317.41
171.0,21.92,9.31,216.54
116.15,14.87,3.66,339.74
125.75,0.56,11.43,110.9
178.55,35.24,12.59,194.68
10.0,6.53,11.97,18.14
129.87,31.43,14.15,138.9
112.42,26.05,10.81,143.1
253.28,40.19,11.91,272.86
119.45,25.47,10.62,150.63
178.49,25.06,12.75,177.58
354.23,40.98,3.69,1021.15
299.44,35.03,6.43,518.54
290.23,34.74,16.35,229.65
150.01,37.04,1.0,1555.69
254.3,6.97,9.44,279.86
176.61,41.35,14.69,182.26
180.39,39.19,9.63,246.16
240.97,14.75,8.38,309.68
140.3,26.34,10.52,172.9
349.3,29.41,8.59,450.87
183.99,27.98,10.12,223.72
261.84,35.01,7.27,412.85
345.56,51.47,14.43,316.6
303.17,46.23,15.69,262.52
59.11,10.32,9.47,77.91
244.49,39.33,4.45,607.91
285.07,49.93,7.9,435.54
289.19,35.8,9.26,365.86
88.67,46.36,12.02,143.3
134.3,60.18,5.97,315.31
299.46,45.36,6.92,500.56
123.82,33.74,12.04,153.43
170.03,45.68,13.76,192.12
357.59,32.17,7.51,524.18
195.22,30.36,4.67,463.82
127.32,24.73,20.0,100.75
112.24,53.45,13.13,165.64
233.27,17.72,8.93,287.75
66.69,52.99,13.48,128.96
175.27,37.5,9.5,240.7
233.32,9.01,13.47,186.75
329.91,35.51,10.64,363.41
266.75,0.0,10.37,257.36
128.59,39.38,9.55,193.79
317.84,43.28,4.21,819.8
170.05,21.11,17.75,127.46
76.43,31.85,6.23,170.38
182.8,59.31,4.56,489.84
343.82,22.41,9.15,409.44
216.52,14.12,6.15,373.01
201.25,52.22,9.79,283.84
363.72,59.44,12.75,374.41
56.86,30.06,13.98,85.76
71.44,45.17,13.26,121.64
38.42,50.12,8.78,118.95
237.26,18.86,10.2,260.94
216.65,22.72,11.63,220.34
354.27,48.46,2.97,1266.0
224.35,55.28,12.28,265.57
159.58,38.44,4.17,440.29
200.18,16.8,18.16,135.43
211.77,59.81,8.38,342.36
32.82,22.04,9.26,68.5
471.03,24.97,6.92,718.03
251.99,35.14,7.48,389.58
221.0,53.31,19.1,195.7
261.52,42.81,13.76,254.25
270.94,36.22,3.8,766.74
185.94,36.95,16.02,171.52
136.88,30.65,14.77,138.63
259.95,38.37,8.88,350.45
238.57,0.0,11.23,212.5
119.01,25.55,9.94,158.05
341.9,33.62,17.89,241.54
229.34,12.73,6.81,355.63
272.98,35.79,10.58,311.61
339.19,26.93,8.29,449.68
202.19,56.33,4.27,558.25
231.7,53.6,18.77,203.85
281.0,23.01,5.27,567.35
127.51,27.74,10.88,158.8
205.41,28.89,3.04,719.63
212.55,23.23,8.4,287.77
104.39,32.93,11.69,138.71
431.76,18.63,6.7,672.26
59.27,13.04,12.35,67.56
70.19,39.34,8.92,137.67
331.42,39.44,14.64,285.54
271.33,17.94,15.45,202.55
97.4,43.43,7.65,192.42
260.73,20.53,10.31,283.75
346.79,33.8,10.73,373.77
196.97,42.31,12.48,221.32
459.88,29.5,10.06,501.5
27.59,36.82,10.76,80.87
269.38,22.25,9.03,331.82
316.65,27.05,10.46,343.28
289.13,26.91,15.19,230.69
179.56,18.8,12.58,170.89
170.96,27.35,12.81,174.53
244.41,6.77,12.89,199.74
281.58,22.63,9.38,333.98
260.25,25.73,11.28,269.4
304.01,26.16,5.66,576.41
98.11,26.38,15.08,104.65
177.22,29.07,1.0,1815.84
106.0,37.19,9.65,165.61
161.39,43.12,14.56,175.49
301.52,20.25,4.54,693.86
210.8,11.95,11.6,199.66
460.69,14.37,7.28,654.63
219.34,22.69,8.52,291.34
205.97,24.72,13.78,186.51
210.62,18.45,10.79,222.83
136.22,10.56,1.86,747.19
194.22,23.16,6.09,353.42
312.78,32.72,13.9,274.08
211.4,38.93,11.8,237.6
120.65,21.64,16.99,103.46
107.49,23.81,16.73,99.96
154.98,16.1,8.63,203.71
207.39,29.53,20.0,147.99
319.36,17.27,10.1,342.17
65.95,38.6,6.15,165.14
168.02,3.21,7.47,229.88
214.43,24.61,1.0,2181.22
16.63,34.52,16.43,61.9
116.64,32.76,16.38,120.35
132.01,70.4,5.94,327.91
120.4,35.25,9.09,185.35
219.19,14.94,10.38,233.52
183.94,28.57,6.16,341.53
144.47,3.36,2.98,489.9
242.8,28.79,9.16,308.29
372.31,17.5,8.72,453.43
363.93,43.73,8.45,496.46
10.0,21.76,10.89,41.82
257.71,28.25,15.72,206.33
182.2,20.47,8.79,238.03
215.52,56.08,10.68,285.88
160.17,25.18,12.91,161.86
211.76,57.49,12.22,259.57
215.14,42.21,7.54,348.56
142.1,37.23,10.39,192.68
110.36,35.53,12.19,143.83
155.13,35.91,5.49,336.6
223.43,1.08,15.05,150.04
259.9,25.82,15.73,203.99
285.33,42.68,7.11,465.39
150.58,29.27,10.77,183.65
228.38,8.92,12.57,195.09
296.25,29.21,7.82,422.78
316.56,55.56,11.93,348.77
194.12,48.7,10.65,255.27
177.91,29.07,4.13,474.55
219.11,44.27,11.84,251.52
85.03,24.5,5.6,188.61
180.64,4.44,13.76,137.97
274.46,16.13,7.32,399.39
264.19,53.44,9.35,362.58
172.97,25.89,15.49,150.51
221.77,26.35,11.99,224.56
117.53,25.5,5.68,245.1
270.35,58.56,5.94,542.95
192.22,54.39,7.6,334.41
172.4,63.28,11.58,243.82
163.83,27.61,11.43,184.71
193.71,34.43,6.63,343.93
155.21,7.25,5.33,302.02
265.81,52.15,11.13,317.14
160.47,12.48,9.27,191.79
359.3,33.25,18.63,242.75
346.52,13.54,10.15,361.83
110.85,21.17,17.26,95.98
206.97,17.44,5.32,415.32
134.93,20.88,3.71,395.31
167.34,21.91,5.52,336.03
400.24,21.78,14.76,303.9
169.24,42.5,17.02,163.16
236.02,13.43,6.87,363.63
254.13,33.31,8.16,361.49
99.94,48.27,5.32,260.11
114.49,22.3,2.75,449.26
79.4,19.23,12.87,90.52
111.4,26.54,10.89,142.09
10.0,47.7,10.04,81.5
254.46,32.91,4.4,627.71
405.42,22.03,16.56,277.87
214.78,37.26,7.99,324.82
58.37,13.47,12.13,68.3
135.72,40.22,4.18,384.89
154.11,36.13,9.24,221.02
98.24,25.38,11.17,126.06
286.02,17.42,11.31,279.06
281.03,16.7,10.62,289.7
84.45,38.02,11.98,127.54
272.51,48.43,5.48,570.12
352.68,20.44,10.79,357.54
390.26,36.88,10.46,428.58
486.52,0.0,10.93,445.26
109.8,21.23,10.29,138.56
482.42,29.53,4.91,1027.4
164.58,16.35,4.73,372.57
140.75,15.95,1.14,1255.45
232.71,19.98,13.27,205.34
141.79,34.38,13.31,158.1
239.9,27.19,13.37,220.16
67.99,0.0,11.23,60.56
176.12,0.0,1.47,1200.15
328.56,20.9,5.89,588.87
194.29,36.87,10.68,237.19
214.16,0.0,10.54,203.15
247.53,22.5,9.11,305.49
317.07,22.11,11.48,309.45
34.48,50.83,10.05,110.56
258.45,24.22,10.48,282.88
173.19,35.74,7.44,286.28
216.66,32.12,13.93,203.74
306.0,0.0,8.28,369.7
80.58,41.52,4.68,234.56
98.74,33.23,6.92,192.61
10.0,37.62,8.61,68.06
145.08,88.89,13.98,237.15
333.04,0.0,9.83,338.77
187.94,55.87,9.26,286.87
65.99,25.69,5.01,170.37
151.43,34.31,13.14,166.69
51.21,29.32,7.39,113.26
87.48,23.64,9.6,126.58
238.88,21.45,15.92,182.22
82.61,34.94,12.04,121.06
311.26,7.24,3.49,903.51
192.89,41.26,2.92,722.02
208.56,23.76,9.74,249.7
172.16,13.05,5.15,353.93
277.28,23.25,12.59,255.04
278.32,48.86,10.17,346.98
233.51,21.97,10.66,251.97
256.48,35.38,7.17,410.63
178.79,19.04,16.97,133.94
254.22,41.37,20.0,189.16
166.21,40.28,8.89,247.48
200.22,57.73,11.41,262.04
172.54,27.37,10.39,207.11
154.28,40.03,8.96,232.21
131.09,31.47,6.67,243.69
246.77,49.44,5.66,510.13
331.06,19.22,5.46,635.43
317.11,41.18,11.62,334.64
74.34,27.08,7.92,134.47
328.92,29.04,1.0,3332.76
168.18,31.38,11.78,189.84
260.07,33.78,9.85,314.79
109.38,28.26,15.39,113.47
214.2,33.22,11.49,236.21
231.37,53.67,4.09,646.86
51.54,44.78,1.08,543.82
260.83,43.04,7.12,430.78
334.59,23.17,7.5,480.9
182.54,16.66,13.77,157.53
336.02,44.33,9.96,403.71
181.03,43.14,14.53,189.26
284.96,52.09,4.7,684.34
10.0,20.94,13.86,38.62
441.88,26.56,12.88,382.8
349.55,5.41,1.93,1821.99
171.54,24.11,15.29,148.36
10.0,44.95,10.37,77.06
228.8,23.0,11.57,232.29
55.61,39.61,6.54,144.43
244.49,27.14,15.1,202.61
241.16,34.86,5.26,511.06
105.86,12.78,13.33,98.6
312.1,31.28,13.28,281.89
280.56,0.0,6.1,459.68
297.58,27.2,17.93,206.73
200.89,5.54,10.93,192.17
58.45,48.09,12.62,118.46
297.79,41.66,3.89,827.71
172.96,37.0,18.47,149.14
61.02,52.82,5.1,198.83
335.2,15.77,14.1,261.39
409.94,56.21,6.02,765.18
195.88,43.98,7.52,326.31
415.91,26.45,13.16,355.84
209.13,47.03,14.11,218.76
161.95,13.41,4.91,349.63
136.95,17.63,14.36,121.81
363.71,20.87,14.18,287.8
121.99,22.07,6.25,228.33
273.53,14.15,16.39,188.07
144.08,48.35,4.17,417.83
153.97,26.12,7.5,244.44
303.02,35.29,11.92,307.23
162.0,21.44,6.59,278.15
159.52,2.69,11.06,148.33
313.28,34.05,10.96,336.8
359.74,1.32,9.25,390.81
264.47,28.97,13.33,241.86
134.52,9.48,9.09,162.26
148.94,59.81,10.93,226.03
207.99,43.67,14.59,208.1
232.09,31.59,13.16,223.71
101.21,48.96,13.14,150.44
272.3,17.31,5.4,529.92
208.55,38.15,12.1,229.6
28.43,33.0,6.49,93.33
107.11,33.96,4.87,270.68
149.59,49.09,9.71,227.63
192.71,40.99,6.38,363.41
388.93,34.33,13.16,346.98
223.82,5.18,13.26,176.58
115.92,15.6,2.39,508.53
222.06,28.16,6.69,374.33
164.79,31.4,4.16,443.15
232.48,13.05,8.15,304.83
258.06,66.18,11.82,317.57
320.92,52.75,9.03,434.48
197.57,39.03,7.64,317.12
363.9,31.08,15.2,286.02
290.8,26.82,1.0,2948.25
129.26,15.72,14.95,110.06
420.99,31.16,7.82,584.89
232.7,33.87,9.69,291.0
116.49,11.37,7.89,164.69
365.29,35.01,16.17,278.4
407.78,27.67,5.08,844.84
196.7,1.38,10.05,197.85
149.63,17.09,12.11,149.21
182.76,23.8,3.56,549.65
271.47,58.32,6.32,516.99
327.79,38.35,9.41,405.96
257.05,9.97,6.45,413.27
210.17,37.29,6.74,367.87
349.8,6.79,8.6,416.91
168.72,46.24,12.6,203.28
303.09,22.93,8.63,385.64
171.19,28.6,14.31,162.49
243.1,49.89,6.01,479.4
188.64,10.69,4.99,393.91
194.41,9.04,17.71,123.37
162.26,21.25,7.37,252.09
334.49,45.58,4.76,771.6
126.71,7.21,3.03,428.74
125.98,0.0,14.3,88.09
412.1,23.23,8.63,512.1
297.78,38.28,8.99,388.83
10.0,48.0,9.36,82.69
143.47,23.05,14.05,136.68
18.8,23.83,9.28,56.0
104.93,47.31,19.38,125.12
10.0,1.95,10.54,12.42
186.3,24.17,14.25,167.02
85.81,32.86,13.22,114.19
205.99,36.74,9.85,264.15
37.49,22.35,7.65,82.52
208.29,30.52,11.33,229.65
158.51,0.0,12.04,131.65
350.2,20.13,7.71,484.42
341.14,36.8,10.67,375.06
278.53,15.27,14.94,209.27
167.34,30.88,18.28,137.87
398.54,36.7,13.42,352.08
44.7,24.86,17.45,62.91
59.64,32.56,7.48,128.55
191.62,15.56,12.81,172.95
425.4,26.9,15.35,317.41
179.77,39.15,6.41,338.97
181.68,32.35,8.06,274.0
55.81,21.2,16.95,64.73
294.59,33.36,6.1,533.02
295.32,40.72,4.64,698.16
278.91,0.0,16.11,173.11
137.08,47.39,14.79,163.78
129.33,24.96,11.73,147.7
70.69,36.38,9.82,126.58
208.39,47.96,8.25,324.65
91.96,9.42,11.13,96.78
82.26,19.36,16.32,79.44
157.63,25.67,10.95,182.41
151.08,18.24,18.67,108.3
146.2,56.02,6.41,312.18
246.64,17.15,9.92,274.32
207.9,21.67,8.51,276.87
171.18,33.07,5.66,352.07
218.3,11.97,9.39,250.49
100.85,24.06,11.67,122.52
210.53,34.76,12.1,226.18
215.06,25.01,18.68,152.63
49.7,28.6,11.86,84.81
299.57,22.06,14.6,238.27
111.86,7.28,10.26,119.9
209.03,34.82,16.71,177.31
316.44,56.32,19.59,245.99
292.57,30.28,12.12,286.72
203.43,33.38,6.03,387.47
163.75,40.39,7.8,270.39
294.75,10.96,11.13,281.32
267.47,55.54,11.83,309.48
138.16,33.03,12.79,157.55
120.51,54.48,11.84,183.49
10.0,19.0,10.03,38.48
215.4,57.27,7.46,374.84
191.73,41.63,11.6,227.66
313.62,38.3,17.42,237.48
235.91,33.51,14.08,217.82
333.42,26.27,12.14,314.08
130.26,48.01,14.12,164.28
313.82,32.11,8.52,416.67
147.11,0.49,7.97,185.39
277.76,13.24,7.01,416.16
54.12,27.21,9.5,97.8
223.51,34.65,8.31,320.88
10.0,29.15,14.83,50.47
173.29,48.28,8.1,286.39
244.04,0.73,6.79,360.55
147.9,32.15,17.77,131.46
94.96,2.73,8.19,119.97
284.61,41.4,10.61,330.24
189.65,28.58,11.81,203.53
151.04,36.29,5.45,331.42
204.19,17.04,14.94,162.22
463.67,49.19,12.55,443.29
315.35,45.63,16.23,262.7
316.26,38.75,7.28,492.36
243.55,28.06,10.4,276.35
216.65,38.7,10.16,271.34
10.0,19.4,11.06,38.14
132.1,42.83,4.18,380.17
151.94,54.74,10.44,227.61
12.51,46.06,4.29,98.22
84.26,19.06,11.43,102.28
10.0,35.42,1.49,120.45
196.17,10.6,2.59,772.24
281.88,38.59,13.27,270.23
310.68,36.76,7.81,452.8
241.48,1.95,6.05,402.16
103.66,12.57,15.08,87.58
10.0,25.75,11.31,47.47
24.31,25.49,13.49,56.26
73.1,11.86,9.34,96.1
111.11,35.83,20.0,109.31
184.03,33.77,7.58,293.37
98.58,27.09,16.98,98.69
233.9,18.66,9.75,267.78
176.77,45.73,3.38,591.29
201.05,54.83,11.93,250.76
314.03,22.75,11.26,313.03
81.98,20.82,5.79,172.69
241.87,37.37,6.31,439.3
198.6,24.63,9.9,237.53
166.65,27.91,11.4,188.06
288.53,41.09,1.0,2946.9
287.9,1.36,14.21,204.61
105.35,49.77,8.02,205.99
181.78,31.09,4.67,435.64
228.12,23.83,13.76,201.48
172.7,28.66,9.91,217.34
258.5,29.44,14.86,218.06
228.12,4.03,11.75,200.16
383.26,52.42,9.99,462.12
46.97,30.62,9.39,95.96
187.76,36.65,11.93,212.34
109.15,44.27,8.35,197.19
260.41,14.68,6.59,417.2
38.28,37.1,12.44,86.43
234.63,25.99,9.42,288.0
137.0,42.7,10.13,199.23
126.58,0.0,14.36,88.17
55.35,28.51,9.54,100.76
153.49,20.96,10.06,184.01
308.45,36.48,7.6,460.51
197.48,37.05,11.72,224.03
262.77,19.39,11.4,259.59
366.46,19.32,13.6,298.37
226.38,28.34,7.68,337.14
144.12,16.55,8.17,201.25
246.73,42.63,13.17,251.3
145.57,24.46,11.01,168.92
149.56,0.0,6.38,234.6
48.01,24.38,15.23,68.1
292.63,14.42,3.21,934.32
161.4,5.53,13.14,131.15
218.21,11.44,4.94,458.95
96.4,31.64,17.54,102.41
243.59,49.93,3.82,712.31
123.81,34.7,14.61,136.79
185.83,20.9,9.67,223.46
287.78,36.84,8.53,392.49
279.08,23.11,10.74,294.48
197.8,19.58,12.53,187.26
23.19,12.68,6.38,55.36
499.28,3.72,6.74,746.7
374.59,24.15,12.6,333.55
272.27,32.37,3.17,907.27
124.68,28.55,7.66,205.53
188.64,23.76,20.0,129.96
145.66,15.81,6.13,261.42
326.39,39.12,14.59,282.37
226.25,10.24,7.66,310.88
121.58,41.64,12.04,163.48
152.92,14.97,12.62,143.65
312.12,18.71,14.52,243.09
360.01,8.0,9.2,403.36
352.83,22.48,17.96,230.22
275.7,44.63,7.64,427.69
174.74,37.73,10.94,216.37
10.0,44.68,10.98,76.12
229.72,37.83,5.51,473.49
199.82,13.44,8.86,245.78
214.0,25.04,10.65,238.57
205.39,18.3,8.27,275.76
67.37,49.96,19.76,109.03
255.74,12.05,6.65,402.91
263.22,43.41,14.72,243.96
268.23,43.39,13.43,264.88
294.66,57.44,9.94,382.47
260.41,23.85,6.54,434.01
159.0,40.68,6.93,290.56
192.92,64.22,7.93,339.67
209.11,20.74,2.86,763.02
210.77,6.97,5.99,362.56
299.82,1.8,4.07,739.35
264.37,40.69,15.38,232.89
407.73,1.75,12.47,329.5
420.65,24.42,13.14,356.65
207.96,36.56,12.36,223.16
10.0,32.78,10.67,58.54
323.68,36.38,15.84,258.88
145.96,33.33,7.56,243.15
119.85,49.18,10.43,188.72
160.16,15.72,12.99,146.88
155.34,19.85,4.72,359.21
261.23,18.41,20.0,158.23
44.06,42.45,10.11,107.24
92.23,43.51,10.57,152.53
234.32,36.77,15.03,211.08
262.29,47.75,13.66,263.65
264.15,12.33,10.15,278.69
121.3,55.01,10.52,197.81
102.17,52.85,3.98,335.77
149.34,41.03,7.77,253.65
223.99,56.73,12.07,270.68
348.55,5.15,11.78,303.72
10.0,22.13,14.88,39.92
177.93,18.97,9.52,215.39
66.73,40.82,4.45,211.16
34.78,14.25,14.23,45.82
296.7,41.36,15.74,250.49
254.46,50.56,13.59,263.04
244.94,40.43,9.35,322.74
292.1,34.26,14.18,257.42
152.03,15.18,20.0,98.79
156.74,17.3,10.46,175.78
418.57,48.74,4.75,953.76
175.34,41.69,7.65,291.6
273.51,29.41,12.5,262.9
200.64,23.73,3.58,595.92
15.17,0.0,10.68,14.21
10.0,13.94,11.52,29.59
142.1,58.67,16.14,176.05
305.61,10.79,15.24,216.71
278.83,32.84,13.46,256.44
291.41,45.11,1.35,2227.39
101.3,11.18,13.68,90.79
361.59,32.77,12.82,331.16
103.51,44.07,11.02,160.0
221.28,30.19,3.08,763.94
198.96,73.03,6.89,398.19
182.61,4.97,5.33,349.9
333.86,45.88,1.94,1789.78
129.49,27.41,9.99,170.75
65.04,41.58,6.81,157.89
202.0,36.62,20.0,155.93
160.02,19.0,9.32,200.11
500.0,33.43,15.18,379.64
267.65,2.13,3.72,721.99
159.07,39.05,7.88,260.44
94.39,34.47,10.39,142.58
11.97,39.58,6.37,78.17
97.48,45.87,8.31,186.09
211.49,35.51,9.13,284.96
342.73,32.22,9.06,426.44
312.17,16.78,17.42,204.37
222.91,19.32,11.51,222.59
167.68,47.8,11.92,212.4
226.88,51.55,12.16,263.92
148.14,26.43,12.45,158.62
371.84,30.69,9.67,430.62
181.08,16.43,8.72,232.38
191.37,47.59,10.67,250.78
10.0,39.98,14.63,66.81
180.46,59.12,14.5,213.09
283.65,16.83,9.04,339.06
93.23,24.33,13.07,107.82
124.93,33.47,9.22,185.68
279.27,39.7,10.14,335.08
52.33,26.76,8.11,104.71
305.78,16.91,9.27,355.1
146.79,43.22,15.37,160.36
161.14,40.82,10.37,216.62
87.61,16.26,10.54,107.5
237.8,50.33,4.21,640.2
445.99,47.55,8.76,580.27
278.15,32.01,9.03,355.89
113.57,31.19,6.68,216.72
313.56,38.31,10.09,368.33
168.33,17.07,8.28,228.83
337.45,30.45,10.32,372.66
280.67,0.0,10.49,267.66
10.0,43.15,6.18,80.91
99.59,6.58,8.41,128.36
294.44,52.55,10.31,364.43
215.17,25.05,14.74,183.57
97.62,26.82,11.03,128.77
136.64,20.58,7.35,216.73
10.0,25.68,11.6,47.14
191.16,51.28,16.83,190.5
421.07,0.0,13.67,308.1
280.49,49.15,12.19,303.83
419.04,35.07,12.9,377.38
288.24,11.89,15.76,200.74
302.75,13.87,14.3,232.48
397.41,55.15,12.27,406.68
237.73,15.82,14.27,190.26
181.28,12.7,5.67,338.57
303.27,47.06,3.99,830.48
345.38,35.08,10.63,377.58
152.0,15.93,10.27,171.84
127.84,33.25,7.82,213.27
213.89,14.61,13.3,182.7
283.15,46.51,2.55,1180.79
279.81,45.92,7.86,424.83
57.58,37.98,8.06,128.41
391.16,35.42,3.45,1185.36
135.88,56.42,15.98,169.67
173.49,30.0,4.56,425.19
109.73,12.27,7.65,161.91
469.83,36.74,13.63,399.77
224.21,61.29,12.58,270.1
114.9,14.78,5.57,228.56
286.39,24.58,12.73,261.84
276.91,36.25,11.16,302.52
181.23,29.19,19.33,137.53
284.06,15.27,11.62,267.45
117.47,46.83,9.44,194.75
150.71,64.8,6.57,326.45
10.0,32.94,7.02,63.65
67.6,16.44,6.7,125.61
380.76,6.77,15.48,256.05
364.14,33.87,10.07,412.35
206.58,46.56,12.26,238.32
366.29,37.13,16.06,283.81
183.99,29.96,1.0,1884.87
175.66,21.16,15.12,147.95
205.65,13.62,10.22,221.62
187.51,42.52,11.74,223.5
178.48,43.71,6.69,332.49
314.34,6.81,6.98,460.6
215.01,53.85,11.96,260.62
271.25,38.61,19.54,196.74
303.14,50.99,14.01,292.81
238.82,9.87,15.06,173.36
102.97,9.51,9.23,125.81
64.71,27.77,7.6,126.81
214.88,37.54,6.88,368.78
182.87,56.95,8.05,312.68
208.74,40.59,1.79,1227.76
198.39,26.36,7.1,318.96
458.36,14.6,7.76,612.68
66.98,48.45,9.3,144.7
10.0,15.53,10.53,32.79
233.24,54.43,11.45,285.35
162.36,25.73,9.94,201.93
231.61,53.86,7.67,382.59
258.39,40.18,2.15,1264.0
328.41,27.95,7.7,468.49
49.28,22.21,6.11,113.96
144.33,24.89,11.86,158.98
242.88,36.42,13.64,232.74
277.05,31.16,13.75,248.16
419.34,21.09,13.03,353.52
295.57,27.52,9.47,353.52
194.32,31.18,7.91,292.37
110.96,0.0,7.01,158.25
143.57,36.87,3.97,416.95
140.73,15.3,13.97,123.71
265.52,12.7,9.3,304.52
225.7,4.69,5.01,457.12
67.64,3.09,6.69,105.68
156.41,9.67,6.53,253.95
287.75,19.36,10.17,311.93
235.17,59.3,14.27,253.75
256.86,22.11,8.61,331.57
238.29,32.67,1.0,2431.92
362.64,36.01,9.24,446.34
223.6,31.97,9.38,286.45
161.4,28.84,9.1,220.61
108.42,12.07,7.49,162.86
224.96,51.76,10.87,284.61
10.0,57.11,10.26,95.4
181.57,4.76,9.9,190.53
179.42,14.64,11.65,175.96
63.55,25.8,8.28,115.45
107.17,15.53,8.05,156.37
280.97,37.59,15.52,237.41
223.07,19.08,12.24,210.9
210.18,62.48,13.31,251.65
230.63,47.86,14.9,226.53
209.26,33.19,12.1,222.67
324.29,45.4,13.71,304.58
212.34,46.59,3.68,646.49
54.18,21.54,10.82,82.4
363.01,17.76,9.27,418.27
237.03,31.17,16.71,188.6
141.07,42.92,13.71,167.28
74.66,32.09,7.48,147.97
239.59,6.35,11.49,218.02
188.28,17.96,10.67,203.38
357.41,28.89,11.82,345.79
165.41,28.87,5.92,322.49
116.26,59.59,11.44,191.01
289.58,9.21,9.09,332.48
292.53,37.58,11.13,319.21
216.87,52.34,7.1,383.84
267.64,64.07,7.66,445.51
196.23,23.93,14.7,169.43
223.39,37.37,5.79,441.62
316.5,38.55,6.09,577.61
262.53,32.93,9.79,317.46
183.07,28.52,6.91,307.62
335.24,36.54,6.46,573.76
10.0,0.0,10.42,9.6
405.21,40.23,3.98,1078.52
29.4,31.89,5.97,97.11
137.29,26.66,18.22,115.36
195.91,60.7,11.84,256.55
185.35,19.88,7.01,294.08
300.64,23.95,11.67,293.49
94.22,59.87,12.27,166.6
226.08,17.52,13.98,188.02
142.18,21.75,9.49,182.42
229.51,27.79,13.91,206.74
193.52,42.61,1.85,1112.13
209.29,33.12,5.77,412.1
145.01,10.61,10.66,152.0
148.99,22.02,11.32,164.66
228.73,20.89,6.35,391.37
294.37,28.84,11.04,309.96
140.17,36.39,7.5,241.36
113.12,36.27,8.89,181.63
261.35,3.36,14.1,190.4
196.75,45.96,13.64,213.23
283.05,33.79,6.01,521.51
109.42,50.77,5.77,265.76
22.06,36.66,8.36,81.39
146.7,46.52,9.89,218.07
123.36,37.0,7.37,222.92
192.12,50.19,14.16,210.94
136.32,37.83,11.39,176.44
274.1,28.53,11.62,278.6
171.18,64.09,4.93,443.09
215.05,43.34,14.67,211.6
215.76,38.61,1.0,2215.54
219.5,10.86,13.34,180.87
197.59,10.68,13.74,159.85
251.06,34.39,8.27,355.15
120.43,32.18,15.09,128.08
339.94,20.79,9.75,379.93
176.35,32.11,10.25,220.22
68.85,53.83,11.36,141.36
218.81,40.43,20.0,170.05
114.88,12.88,15.38,94.03
266.53,28.33,12.8,250.65
420.96,17.93,6.35,689.95
121.34,24.18,10.57,151.03
233.24,23.8,6.75,381.36
24.45,22.84,13.29,52.65
245.39,11.17,10.56,249.1
111.43,28.09,5.5,244.65
137.52,21.59,10.32,165.58
89.87,0.0,6.6,136.12
273.22,60.79,10.6,348.82
300.73,46.33,6.56,527.67
202.34,24.36,10.11,236.67
113.56,30.28,13.0,132.76
358.95,12.43,9.79,385.37
124.96,55.44,8.44,231.27
10.0,58.46,10.81,96.94
245.84,32.35,12.79,240.76
89.52,45.35,5.57,228.72
298.86,32.63,11.04,319.59
161.89,9.95,15.27,120.94
260.37,23.82,12.29,247.51
340.15,31.98,10.23,380.44
79.11,23.18,12.56,97.77
143.41,26.72,11.81,161.51
192.43,28.63,13.01,190.8
353.76,28.79,1.9,1900.87
134.16,30.78,3.79,400.52
140.55,14.09,14.02,121.39
247.81,19.24,3.98,651.69
142.28,10.73,11.61,138.68
215.25,44.67,8.59,317.53
44.85,0.0,6.02,74.55
421.43,47.3,11.4,440.68
65.23,50.8,10.8,136.57
167.82,25.47,18.44,129.21
196.75,0.0,7.5,262.31
